id,title,description,keywords,topics,platforms,event,collection,duration,video_url,thumbnail_url,transcript_path
10648,Unsafe Swift,"what exactly makes code “unsafe”? join the swift team as we take a look at the programming language's safety precautions — and when you might need to reach for unsafe operations. we'll take a look at apis that can cause unexpected states if not used correctly, and how you can write code more specifically to avoid undefined behavior. learn how to work with c apis that use pointers and the steps to take when you want to use swift's unsafe pointer apis. 
 
to get the most out of this session, you should have some familiarity with swift and the c programming language. and for more information on working with pointers, check out ",,Swift,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,22:50,https://developer.apple.com/videos/play/wwdc2020/10648/,https://devimages-cdn.apple.com/wwdc-services/images/49/3600/3600_wide_250x141_2x.jpg,transcipts/wwdc2020-10648.txt
10687,Triage test failures with XCTIssue,"put your test failures to work: learn how to triage and diagnose uncaught issues in your app using the latest testing apis in xcode. we'll show you how to help ease your testing workflow and put failures into context to help you deliver the best quality product. 
 
for more information on designing your tests to improve triaging, see “write tests to fail.” 
 
and check out the latest improvements to xcode's testing workflow by watching “get your test results faster”, “handle interruptions and alerts in ui tests”, and “xctskip your tests.”","test,test failure,testing,xcode,xctest,xctissue",Swift|Developer Tools,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,12:38,https://developer.apple.com/videos/play/wwdc2020/10687/,https://devimages-cdn.apple.com/wwdc-services/images/49/3881/3881_wide_250x141_2x.jpg,transcipts/wwdc2020-10687.txt
10643,Build a SwiftUI view in Swift Playgrounds,"easily prototype and play around with swiftui views when you use them with swift playgrounds. we'll show you how to build a swiftui view in a xcode-compatible playground, and explore tools to help you easily edit and preview your code. 
 
for more on swift playgrounds, check out our interactive challenge, “swan's quest”, and learn to build your own by watching “create swift playgrounds content for ipad and mac”.","ipad,playgrounds,swift,swift playgrounds,swiftui",Swift,ios|ipados|macos,WWDC20,wwdc2020,14:14,https://developer.apple.com/videos/play/wwdc2020/10643/,https://devimages-cdn.apple.com/wwdc-services/images/49/3593/3593_wide_250x141_2x.jpg,transcipts/wwdc2020-10643.txt
10034,"Widgets Code-along, part 1: The adventure begins","take your app on a most wondrous adventure to the home and today screens of iphone, ipad, and mac. grab the starter project and code along with us! we will guide you through the process of creating a widget for your app from start to finish so that you can provide people with beautiful views and glanceable information in an easily-accessible place. discover how to create a widget project, learn fundamental concepts for widgets and their structure, configure the widget and its provider, and start exploring timeline concepts. 
 
once you're finished, travel onward with us to part two of the widgets code-along where we'll learn more about timelines, system intelligence, and configuration.","codealong,codealong,placeholder,previews,swiftui,timeline,view,widget,widget family,widgetkit,widget target",Swift|SwiftUI & UI Frameworks|App Services,ios|ipados|macos,WWDC20,wwdc2020,9:05,https://developer.apple.com/videos/play/wwdc2020/10034/,https://devimages-cdn.apple.com/wwdc-services/images/49/3572/3572_wide_250x141_2x.jpg,transcipts/wwdc2020-10034.txt
10168,Explore logging in Swift,meet the latest generation of swift unified logging apis. learn how to log events and errors in your app while preserving privacy. take advantage of powerful yet readable options for formatting data — all without sacrificing performance. and we'll show you how you can gather and process log messages to help you understand and debug unexpected behavior in your apps.,,Privacy & Security|Swift,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,17:23,https://developer.apple.com/videos/play/wwdc2020/10168/,https://devimages-cdn.apple.com/wwdc-services/images/49/3603/3603_wide_250x141_2x.jpg,transcipts/wwdc2020-10168.txt
10221,Get your test results faster,"improve your testing suite to speed up your feedback loop and get fixes in faster. learn more about the latest improvements to testing in xcode, including how to leverage test plans, xcodebuild updates, and apis to eliminate never-ending and badly-behaved tests. we'll explore test timeouts and execution time allowances in xctest, examine device parallelization, and detail recommended practices for balancing performance with clear fault localization. 
 
to get the most out of this session, you should be familiar with authoring basic tests using xctest and managing tests through test plans. for background, watch “testing in xcode” from wwdc19.","continuous integration,testing,test result,xcode",Swift|Developer Tools,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,16:24,https://developer.apple.com/videos/play/wwdc2020/10221/,https://devimages-cdn.apple.com/wwdc-services/images/49/3609/3609_wide_250x141_2x.jpg,transcipts/wwdc2020-10221.txt
10037,App essentials in SwiftUI,"thanks to the new app protocol, swiftui now supports building entire apps! see how apps, scenes, and views fit together. learn how easy it is to implement the features people expect from a best-in-class product while saving time and reducing complexity. easily add expected functionality to your interface using the new commands modifier, and explore the ins and outs of the new windowgroup api. 
 
to get the most out of this session, you should have some experience with swiftui. watch “introduction to swiftui” for a primer. 
 
want more swiftui? take your pick: “what's new in swiftui”, “data essentials in swift ui ”, ","app protocol,apps,body property,commands,commands modifier,custom commands,datadriven app,documentgroup,navigationtitle,scene,scenes,scenestorage,scenestorage property wrapper,settings,settings scene,stateobject,view definition,view modifier,views,windowgroup",Swift|SwiftUI & UI Frameworks,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,15:29,https://developer.apple.com/videos/play/wwdc2020/10037/,https://devimages-cdn.apple.com/wwdc-services/images/49/3725/3725_wide_250x141_2x.jpg,transcipts/wwdc2020-10037.txt
10036,"Widgets Code-along, part 3: Advancing timelines","take your widget to the next level as we embark upon the third and final stage of the widgets code-along. pick up where you left off in part 2 or start with the part 3 starter project to go warp speed ahead. we'll explore advanced concepts for widgets, timelines, and configuration. learn how to load in-process and background urls and link directly to content within your app. and discover how to create multiple widgets that explore different features within your app, as well as making your widget dynamically configurable. 
 
for more on creating great widgets, watch ","dynamic configuration,multiple widgets,onbackgroundurlsessionevents,swiftui,url sessions,widget,widgetbundle,widgetkit",App Services|Swift|SwiftUI & UI Frameworks,ios|ipados|macos,WWDC20,wwdc2020,9:06,https://developer.apple.com/videos/play/wwdc2020/10036/,https://devimages-cdn.apple.com/wwdc-services/images/49/3574/3574_wide_250x141_2x.jpg,transcipts/wwdc2020-10036.txt
10220,Handle interruptions and alerts in UI tests,"learn how to anticipate potential interruptions to your app's interface and build smart tests to identify them. ui interruptions often appear indeterminately, typically during onboarding or first launch, which can make them hard to track down. learn how to understand interruptions, write stronger tests with ui interruption handlers, and manage expected alerts. 
 
to learn more about the latest improvements for testing your app in xcode, check out “xctskip your tests”, “get your test results faster”, and “triage test failures with xctissue”.","alerts,protected resources,testing,ui interruptions,ui testing,xcode",Swift|Developer Tools,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,11:43,https://developer.apple.com/videos/play/wwdc2020/10220/,https://devimages-cdn.apple.com/wwdc-services/images/49/3608/3608_wide_250x141_2x.jpg,transcipts/wwdc2020-10220.txt
10096,Explore Packages and Projects with Xcode Playgrounds,"xcode playgrounds helps developers explore swift and framework apis and provides a scratchpad for rapid experimentation. learn how xcode playgrounds utilizes xcode's modern build system, provides improved support for resources, and integrates into your projects, frameworks, and swift packages to improve your documentation and development workflow.","documentation,playgrounds,resources,swift packages,xcode,xcode playgrounds",Swift|Developer Tools,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,14:51,https://developer.apple.com/videos/play/wwdc2020/10096/,https://devimages-cdn.apple.com/wwdc-services/images/49/3488/3488_wide_250x141_2x.jpg,transcipts/wwdc2020-10096.txt
10035,"Widgets Code-along, part 2: Alternate timelines","our code-along continues as we help our widget rewrite the future and travel into an alternate timeline. continue where you left off from part 1, or traverse time and space and begin with the part 2 starter project to jump right into the action. find out how you can integrate system intelligence into your widgets to help them dynamically change at different points during the day and surface the most relevant information. explore core timeline concepts, support multiple widget families, and learn how to make your widget configurable. 
 
once you've helped your widget find its place in time, move on to the third and final part of the widgets code-along to discover advanced widget concepts and timelines.","custom intent,deep linking,dynamically configure widget,inintent,intentconfiguration,intenttimelineprovider,refresh,staticconfiguration,swiftui,systemlarge,system large,systemmedium,system medium,systemsmall,system small,timeline,timelineentryrelevance,timelinereloadpolicy,widget,widgetfamily,widgetkit,widgeturl",Swift|SwiftUI & UI Frameworks|App Services,ios|ipados|macos,WWDC20,wwdc2020,15:18,https://developer.apple.com/videos/play/wwdc2020/10035/,https://devimages-cdn.apple.com/wwdc-services/images/49/3573/3573_wide_250x141_2x.jpg,transcipts/wwdc2020-10035.txt
10682,"Swan's Quest, Chapter 2: A time for tones",swift playgrounds presents ,"playgrounds,swans quest,swans quest,swift,swift playgrounds,swift playgrounds challenge",Swift,ios|ipados|macos,WWDC20,wwdc2020,5:18,https://developer.apple.com/videos/play/wwdc2020/10682/,https://devimages-cdn.apple.com/wwdc-services/images/49/3500/3500_wide_250x141_2x.jpg,transcipts/wwdc2020-10682.txt
10028,Meet WidgetKit,"meet widgetkit: the best way to bring your app's most useful information directly to the home screen. we'll show you what makes a great widget and take a look at widgetkit's features and functionality. learn how to get started creating a widget, and find out how widgetkit leverages the power of swiftui to provide a stateless experience. discover how to harness your existing proactive technologies to make sure your widget surfaces relevant material. and create a timeline that ensures your content is always fresh. 
 
for more on creating widgets, check out ","duration,extension,glanceable,inintents,intent,intentconfiguration,link api,multiplatform,personalizable,placeholder,placeholder ui,relevance,relevant,reload policy,reloads,reloadtimelines,score,smart stacks,snapshot,stateless ui,staticconfiguration,swiftui,timeline,timelineentryrelevance,widget,widgetkit",Swift|SwiftUI & UI Frameworks|App Services,ios|ipados|macos,WWDC20,wwdc2020,23:12,https://developer.apple.com/videos/play/wwdc2020/10028/,https://devimages-cdn.apple.com/wwdc-services/images/49/3356/3356_wide_250x141_2x.jpg,transcipts/wwdc2020-10028.txt
10147,Distribute binary frameworks as Swift packages,"discover how you can add third-party frameworks to your app and keep them up to date using swift packages in xcode. we'll show you how to author packages that reference frameworks, explain binary targets and how to specify them in your package manifest file, and demonstrate how to compute checksums so that your clients always get the exact binary you expect. 
 
frameworks are distributed in the xcframework format. for further details on creating and versioning an xcframework, be sure to watch ",,Swift,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,7:47,https://developer.apple.com/videos/play/wwdc2020/10147/,https://devimages-cdn.apple.com/wwdc-services/images/49/3604/3604_wide_250x141_2x.jpg,transcipts/wwdc2020-10147.txt
10170,What's new in Swift,"join us for an update on swift. discover the latest advancements in runtime performance, along with improvements to the developer experience that make your code faster to read, edit, and debug. find out how to take advantage of new language features like multiple trailing closures. learn about new libraries available in the sdk, and explore the growing number of apis available as swift packages.",,Swift,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,32:19,https://developer.apple.com/videos/play/wwdc2020/10170/,https://devimages-cdn.apple.com/wwdc-services/images/49/3483/3483_wide_250x141_2x.jpg,transcipts/wwdc2020-10170.txt
10681,"Swan's Quest, Chapter 1: Voices in the dark",swift playgrounds presents ,"accessibility,swans quest,swans quest,swift playgrounds,swift playgrounds challenge,voiceover",Accessibility & Inclusion|Swift,ios|ipados|macos,WWDC20,wwdc2020,14:43,https://developer.apple.com/videos/play/wwdc2020/10681/,https://devimages-cdn.apple.com/wwdc-services/images/49/3499/3499_wide_250x141_2x.jpg,transcipts/wwdc2020-10681.txt
10169,Swift packages: Resources and localization,"bring your resources along for the ride when you organize and share code using swift packages. discover how to include assets like images and storyboards in a package and how to access them from code. and learn how to add localized strings to make your code accessible to people around the world. 
 
to get the most out of this session, you should be familiar with swift and packaging code. for an overview, watch “creating swift packages” from wwdc19.",,Accessibility & Inclusion|Swift,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,15:43,https://developer.apple.com/videos/play/wwdc2020/10169/,https://devimages-cdn.apple.com/wwdc-services/images/49/3484/3484_wide_250x141_2x.jpg,transcipts/wwdc2020-10169.txt
10041,What's new in SwiftUI,"swiftui can help you build better and more powerful apps for iphone, ipad, mac, apple watch, and apple tv.  learn more about the latest refinements to swiftui, including interface improvements like outlines, grids, and toolbars. take advantage of swiftui's enhanced support across apple frameworks to enable features like sign in with apple. discover new visual effects, as well as new controls and styles. and find out how the new app and scene apis enable you to create apps entirely in swiftui, as well as custom complications and all new widgets. 
 
to get the most out of this session, you should be familiar with swiftui. watch ","app api,apps,body property,commands,commands api,complications,containerrelativeshape,custom accent color,custom commands,custom complication,custom fonts,custom menus,declarative,default focus support,documentgroup,drag and drop,focus,font scaling,gauge,grids,keyboardshortcut,keyboard shortcut,label,launch screen,launch screen info plist key,lazyhstack,lazy loading grid layout,lazy stacks,lazyvstack,link,list,listitemtint,matchedgeometryeffect,multiplatform code,multiple trailing closure,multiple windows,opening url,openurl,outlines,progressview,scaledmetric,scene,settings,settings scene,sign in with apple,swiftui,toolbar,toolbar,uilaunchscreen,uniformtypeidentifiers,universal links,widgets,windowgroup",Swift|SwiftUI & UI Frameworks,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,27:44,https://developer.apple.com/videos/play/wwdc2020/10041/,https://devimages-cdn.apple.com/wwdc-services/images/49/3768/3768_wide_250x141_2x.jpg,transcipts/wwdc2020-10041.txt
10119,Introduction to SwiftUI,"explore the world of declarative-style programming: discover how to build a fully-functioning swiftui app from scratch as we explain the benefits of writing declarative code and how swiftui and xcode can combine forces to help you build great apps, faster.","animation,aspectratio,canvas,compositional ui,corner radius,dark mode,declarative syntax,declarative ui,dependency management,derived value,horizontal stack,hstack,inspector,leading alignment,library,live mode,localization,model,modifiers,multiplatform app template,navigationview,padding,preview on device,previews,resizable,resume updating preview,sfsymbol,source of truth,spacer,state variable,swift,text,vertical stack,view,views,vstack,xcode library,zoom state",Developer Tools|Swift|SwiftUI & UI Frameworks,ios|ipados|macos|tvos|watchos,WWDC20,wwdc2020,54:38,https://developer.apple.com/videos/play/wwdc2020/10119/,https://devimages-cdn.apple.com/wwdc-services/images/49/3359/3359_wide_250x141_2x.jpg,transcipts/wwdc2020-10119.txt
416,Binary Frameworks in Swift,"xcode 11 now fully supports using and creating binary frameworks in swift. find out how to simultaneously support devices and simulator with the new xcframework bundle type, how swift module interfaces work, and how to manage changes to your framework over time.",,Developer Tools|Swift,ios|ipados|macos|tvos|watchos,WWDC19,wwdc2019,40:32,https://developer.apple.com/videos/play/wwdc2019/416/,https://devimages-cdn.apple.com/wwdc-services/images/48/2768/2768_wide_250x141_2x.jpg,transcipts/wwdc2019-416.txt
415,Modern Swift API Design,"every programming language has a set of conventions that people come to expect. learn about the patterns that are common to swift api design, with examples from new apis like swiftui, combine, and realitykit. whether you're developing an app as part of a team, or you're publishing a library for others to use, find out how to use new features of swift to ensure clarity and correct use of your apis.",,Developer Tools|Swift,ios|ipados|macos|tvos|watchos,WWDC19,wwdc2019,41:06,https://developer.apple.com/videos/play/wwdc2019/415/,https://devimages-cdn.apple.com/wwdc-services/images/48/2769/2769_wide_250x141_2x.jpg,transcipts/wwdc2019-415.txt
410,Creating Swift Packages,"whether you want to publish code to share with the community, or you just want a convenient way to organize the code in your apps, swift packages are here to help. learn how to create local packages for your own development, how to customize your package via the manifest file, and how to go about publishing a package for others to use.",,Swift,ios|ipados|macos|tvos|watchos,WWDC19,wwdc2019,31:05,https://developer.apple.com/videos/play/wwdc2019/410/,https://devimages-cdn.apple.com/wwdc-services/images/48/2742/2742_wide_250x141_2x.jpg,transcipts/wwdc2019-410.txt
408,Adopting Swift Packages in Xcode,"swift packages are a great way to organize and share code, and are now supported while building apps for all apple platforms in xcode 11. find out how to use community-developed packages in your project, how swift packages are structured, and how package versioning and dependencies work.",,Developer Tools|Swift,ios|ipados|macos|tvos|watchos,WWDC19,wwdc2019,33:24,https://developer.apple.com/videos/play/wwdc2019/408/,https://devimages-cdn.apple.com/wwdc-services/images/48/2741/2741_wide_250x141_2x.jpg,transcipts/wwdc2019-408.txt
718,Introducing Accelerate for Swift,"accelerate framework provides hundreds of computational functions that are highly optimized to the system architecture your device is running on. learn how to access all of these powerful functions directly in swift. understand how the power of vector programming can deliver incredible performance to your ios, macos, tvos, and watchos apps.","accelerate,blas,computation,dft,fft,image processing,lapack,linear algebra,neural network,noise,numerics,performance,quaternions,realtime video,simd,slerp,sparse solver,spline,swift,vdsp,vector,vforce,vimage",System Services|Swift,ios|ipados|macos|tvos|watchos,WWDC19,wwdc2019,20:59,https://developer.apple.com/videos/play/wwdc2019/718/,https://devimages-cdn.apple.com/wwdc-services/images/48/2845/2845_wide_250x141_2x.jpg,transcipts/wwdc2019-718.txt
405,Swift Playgrounds 3,introducing swift playgrounds 3: the latest iteration of the revolutionary app for ipad that makes coding in swift interactive and fun. discover how you can use your own playgrounds to rapidly iterate on code that uses device features. find out how the new modules feature both helps organize your own code and provides new opportunities for playground book authors.,,Swift,ios|ipados|macos,WWDC19,wwdc2019,41:19,https://developer.apple.com/videos/play/wwdc2019/405/,https://devimages-cdn.apple.com/wwdc-services/images/48/2770/2770_wide_250x141_2x.jpg,transcipts/wwdc2019-405.txt
402,What's New in Swift,"swift is now the language of choice for a number of major frameworks across all of apple's platforms, including swiftui, realitykit and create ml. join us for a review of swift 5.0 and an exploration of swift 5.1, new in xcode 11. find out about the latest advancements in performance and safety. discover new features in the language, and how they have enabled the development of these new frameworks.",,Swift,ios|ipados|macos|tvos|watchos,WWDC19,wwdc2019,36:44,https://developer.apple.com/videos/play/wwdc2019/402/,https://devimages-cdn.apple.com/wwdc-services/images/48/2739/2739_wide_250x141_2x.jpg,transcipts/wwdc2019-402.txt
411,Getting to Know Swift Package Manager,"the swift package manager makes it possible to easily develop and distribute source code in the swift ecosystem. learn about its goals, design, unique features, and the opportunities it has for continued evolution.",",,,,dependencies,evolution,llbuild,packageresolved,semantic,spm,swiftpm,versioning",Swift,macos,WWDC18,wwdc2018,36:38,https://developer.apple.com/videos/play/wwdc2018/411/,https://devimages-cdn.apple.com/wwdc-services/images/42/2163/2163_wide_250x141_2x.jpg,transcipts/wwdc2018-411.txt
408,Building Faster in Xcode,"build your apps faster in xcode 10. learn how to structure your projects and tweak your code to take full advantage of all processor cores. whether you've made a few small code changes you want to give a try, or you're building your full app for release, these techniques will cut the time it takes to build a running app.","anyobject,batch,bridging header,categories,codegen,cycle,dependencies,dependency,explicit,file list,implicit,incremental,inference,objc,objectivec,objectivec,parallelized,private,serialized,swift,whole module optimization,wmo,xcfilelist",Swift|Developer Tools,ios|ipados|macos|tvos|watchos,WWDC18,wwdc2018,39:48,https://developer.apple.com/videos/play/wwdc2018/408/,https://devimages-cdn.apple.com/wwdc-services/images/42/2161/2161_wide_250x141_2x.jpg,transcipts/wwdc2018-408.txt
605,SceneKit in Swift Playgrounds,"discover tips and tricks gleaned by the swift playgrounds content team for working more effectively with scenekit on a visually rich app. learn how to integrate animation, optimize rendering performance, design for accessibility, add visual polish, and understand strategies for creating an effective workflow with 3d assets.","3d,collada,dae,graph,graphics,inverse kinematics,opengl,opensubdiv,pbr,physically based renderer,physics,playground,renderer,rendering,scene,scnlayer,scnnode,scnview,swift,usd",Business & Education|Swift|Graphics & Games,ios|ipados|macos,WWDC17,wwdc2017,40:09,https://developer.apple.com/videos/play/wwdc2017/605/,https://devimages-cdn.apple.com/wwdc-services/images/7/1666/1666_wide_250x141_2x.jpg,transcipts/wwdc2017-605.txt
419,Protocol and Value Oriented Programming in UIKit Apps,"building on last year's protocol-oriented programming and building better apps with value types sessions, this year's session will highlight tips and tricks for building better swift apps. see how you can incorporate these design approaches into a real mvc-based cocoa touch app, especially in the view and controller layers, where you might not have thought of using these techniques before.",",swift in practice",Swift|SwiftUI & UI Frameworks,ios|ipados|macos|tvos|watchos,WWDC16,wwdc2016,39:51,https://developer.apple.com/videos/play/wwdc2016/419/,https://devimages-cdn.apple.com/wwdc-services/images/1/80/80_wide_250x141_2x.jpg,transcipts/wwdc2016-419.txt
720,Concurrent Programming With GCD in Swift 3,swift 3 provides new interfaces that make it easier than ever to write applications with grand central dispatch. learn the basics of gcd and best practices on how to use it to architect your swift application. you'll also hear about new apis and other gcd improvements.,"dispatch,gcd,qos,queue,runloop,thread",Developer Tools|Swift,ios|ipados|macos|tvos|watchos,WWDC16,wwdc2016,35:41,https://developer.apple.com/videos/play/wwdc2016/720/,https://devimages-cdn.apple.com/wwdc-services/images/1/59/59_wide_250x141_2x.jpg,transcipts/wwdc2016-720.txt
416,Understanding Swift Performance,"in this advanced session, find out how structs, classes, protocols, and generics are implemented in swift. learn about their relative costs in different dimensions of performance. see how to apply this information to speed up your code.",,Swift,ios|ipados|macos|tvos|watchos,WWDC16,wwdc2016,58:22,https://developer.apple.com/videos/play/wwdc2016/416/,https://devimages-cdn.apple.com/wwdc-services/images/1/78/78_wide_250x141_2x.jpg,transcipts/wwdc2016-416.txt
401,Swift and Objective-C Interoperability,"discover new features that make it easier than ever to craft objective-c apis that work beautifully in swift, as well as new swift language features that provide even better interoperability. apple engineers will also discuss enhancements to apple's sdks that improve the swift experience.","enums,frameworks,function pointers,generics,kindof,lightweight generics,macros,modernizations,nullability,objc,objc,objectivec,sdk,typed collections",Developer Tools|Swift,ios|ipados|macos|watchos,WWDC15,wwdc2015,35:40,https://developer.apple.com/videos/play/wwdc2015/401/,https://devimages-cdn.apple.com/wwdc-services/images/2/701/701_wide_250x141_2x.jpg,transcipts/wwdc2015-401.txt
